mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,glcm_1,glcm_2,glcm_3,glcm_4,glcm_5,glcm_6,hog_1,hog_2,hog_3,hog_4,hog_5,hog_6,hog_7,hog_8,hog_9,hog_10,hog_11,hog_12,hog_13,hog_14,hog_15,hog_16,hog_17,hog_18,hog_19,hog_20,hog_21,hog_22,hog_23,hog_24,hog_25,hog_26,hog_27,hog_28,hog_29,hog_30,hog_31,hog_32,hog_33,hog_34,hog_35,hog_36,hog_37,hog_38,hog_39,hog_40,hog_41,hog_42,hog_43,hog_44,hog_45,hog_46,hog_47,hog_48,hog_49,hog_50,label
-0.389330724162822,-0.7908260576048871,-0.6474722592728114,0.6792923910072848,0.3755118119200244,-0.04113907094457164,0.9737421360722089,-0.28034440418710743,-0.9942114038589996,0.6165434877338841,-0.1265287688621985,-1.0264177027917893,0.442688973048111,0.09849851793574421,-0.3525377622756488,-0.5155026835947409,0.6071027341356555,-1.0392204938019147,-0.5027443212062993,-0.5279339768160364,0.4696400989661475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.46903467523911246,-0.9310562765421754,-0.5873288390706738,0.875971235360538,-0.18371017079040136,0.18497510017727847,0.8416717921072351,-0.9368017769883449,-0.32347145457908305,0.4786891306687238,-0.6937697491673243,-0.3668314468542209,0.0376780804642876,0.2606696791218908,-0.37037715307958885,-0.3328649775840598,-0.09332552828140109,-0.3140662186612714,-0.3671518294974871,-0.3828625487876296,-0.10089752907010972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.5658291479159815,-1.2241073070730388,-0.4690248995633941,0.9580010698302961,-0.623417876061951,0.32942072196718125,0.20948421168954426,-1.1649180219375073,0.40705116079217435,-0.061433110406306494,-0.7625170359673263,0.03371788332112347,-0.7219874726695054,0.3549984634221419,-0.38673246638491715,-0.33641976206694263,0.17457331567726414,-0.6520167153373306,-0.4984111432967333,-0.523292478913685,0.10014999390264749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.7277952576214408,-1.1785356404662288,-0.4620491141436679,0.8534309130059881,0.07676226246804158,-0.12981467279553072,0.6996062862376218,-1.0163905543258076,-0.6564332786565181,0.24765612185591215,-0.8085898732721927,-0.42479739340005307,0.4218779924088571,0.08177026062141486,-0.38582119630594547,-0.3203176954960203,-0.2767888427428442,-0.12073949859527891,-0.2142865269963424,-0.2197272223829301,-0.21698474053180025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.12288789605196335,-0.9423284393574366,-0.5787087632813793,0.8674755218933303,-0.1792679890367715,0.18689507329269148,0.8439073054196771,-0.9421687830840695,-0.31629054904307496,0.4705222417970928,-0.6903514966565122,-0.3655426062432583,0.03361637437248291,0.2606696791218908,-0.3349295111590119,-0.5522954596686733,0.25526724120856914,-0.8937614383354326,-0.5485159389005232,-0.5769842337695712,0.6311152775727794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.6484952902312608,-0.9196845798323687,-0.5163190727492366,0.6878148579554636,0.5733315436179783,-0.029553745169133262,1.024775725924122,-0.10885208125475916,-0.9301521939442451,0.3746334868929166,-0.12341862316014726,-0.9759303286412001,0.6273136145741443,0.08223493443570065,-0.3773228412204005,-0.560458799611549,0.14825736778374746,-0.8087659379526716,-0.44565135613480433,-0.466807286603746,0.5551965938014066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.7415814472295076,-1.1705191407038171,-0.4110072565855477,0.8308370948941971,0.07852336545219567,0.07764710403457593,0.7929763552760954,-0.7078102127748133,-0.4888198472807359,0.33657722321151956,-0.37324575551684125,-0.16973919641753904,0.31902064995386337,0.1352077492644145,-0.3877375678987271,-0.4850181963633963,0.011813543160479277,-0.611026577017179,-0.42438920151929616,-0.44405873416193775,0.43143168325745784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.8903585154382463,-0.9829000518312702,-0.286745968704461,0.5863478308107595,0.6203459628114664,0.23420182622678948,0.9639663060826997,-0.292697292133339,-1.0490175309029393,0.23206078935808647,-0.11439468718529425,-0.9704549156277495,0.6476780650364476,-0.2555829285509124,-0.38645098429697505,-0.3124729559997338,-0.40113481454302835,-0.0369342557545719,-0.10014749831358265,-0.09820569541952222,0.03034511197917638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.30057251538125485,-0.9331299060476437,-0.5078550834644074,0.6793291332450836,0.578897726279627,-0.030605855019640943,1.024654870066033,-0.10659721832718656,-0.9259161677944817,0.37011794575409035,-0.11718737815784123,-0.979320635177245,0.6271892791176599,0.08223493443570065,-0.34728138071618364,-0.589433120726036,0.19053749259844482,-0.8728094107708634,-0.45617235604531586,-0.47806696146297595,0.6382577790040356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-0.042463905520959286,-0.8015414857132003,-0.6402942828698343,0.6761658559043779,0.3824759154712102,-0.03355946215712478,0.979655643488185,-0.2780883757165978,-0.9863253634322479,0.6185509474714486,-0.12475712381313903,-1.0198597748981537,0.4495595587969587,0.09849851793574421,-0.303206836829251,-0.465623394176916,0.5202975221267119,-0.8886001871738274,-0.4543630852626146,-0.47613051298047154,0.2963775352492052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
