mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta2_mfcc_1,delta2_mfcc_2,delta2_mfcc_3,delta2_mfcc_4,delta2_mfcc_5,delta2_mfcc_6,delta2_mfcc_7,delta2_mfcc_8,delta2_mfcc_9,delta2_mfcc_10,delta2_mfcc_11,delta2_mfcc_12,delta2_mfcc_13,zcr,rms,centroid,bandwidth,rolloff,contrast,glcm_1,glcm_2,glcm_3,glcm_4,glcm_5,glcm_6,glcm_7,glcm_8,glcm_9,glcm_10,glcm_11,glcm_12,glcm_13,glcm_14,glcm_15,glcm_16,glcm_17,glcm_18,glcm_19,glcm_20,glcm_21,glcm_22,glcm_23,glcm_24,glcm_25,glcm_26,glcm_27,glcm_28,glcm_29,glcm_30,glcm_31,glcm_32,glcm_33,glcm_34,glcm_35,glcm_36,glcm_37,glcm_38,glcm_39,glcm_40,glcm_41,glcm_42,glcm_43,glcm_44,glcm_45,glcm_46,glcm_47,hog_1,hog_2,hog_3,hog_4,hog_5,hog_6,hog_7,hog_8,hog_9,label
-10.346190373665534,-7.818616788557076,-32.358948119355325,5.2370985188573815,1.3645279855057464,-10.974920809994707,4.998127679999182,-10.614762496184508,-15.074433870607956,3.207847880016816,-5.518741698976885,-7.112172231503222,2.5938317390560117,0.520012019320082,0.520012019320082,0.520012019320082,0.520012019320082,0.5200120193200832,1.1314879847491222,1.1459218061095804,-1.0292319370912408,0.15490553946541175,0.15490553946541116,0.15490553946541116,0.15490553946541116,0.15490553946541116,-1.1940955651055867,-1.1940955651055867,-1.1940955651055867,-1.1940955651055867,-1.1940955651055851,-0.6640273196189238,-1.3522064511586613,0.7881980057477943,0.8999903875239725,0.8999903875239733,0.8999903875239733,0.8999903875239733,0.8999903875239733,0.06839002267573696,0.008963376775847614,3628.35152374575,3398.7603491666505,6755.238079202586,15.104829122821902,603.3499478957915,4.224769539078155,0.7281975802440126,0.13432747511857374,0.366507128332552,0.9495942635271963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-10.616971742494185,-9.725626058955607,-31.176375562281045,8.202165643437915,-4.465847797968998,-8.866682860014324,3.531072070469896,-18.315047206994297,-8.21931471100155,1.8902116423760718,-10.800813610966781,-2.0747586486385132,-0.23813493344626305,0.6028068573984015,0.6028068573984015,0.6028068573984015,0.6028068573984015,0.6028068573984028,1.1716171254456622,0.7601847938171081,-0.8391532063998287,0.48046852631192316,0.48046852631192244,0.48046852631192244,0.48046852631192244,0.48046852631192244,-0.8699665735581428,-0.8699665735581428,-0.8699665735581428,-0.8699665735581428,-0.8699665735581427,-0.4784275725129505,-1.3241675022699746,1.2262199237269757,0.6352052469747158,0.6352052469747168,0.6352052469747168,0.6352052469747168,0.6352052469747168,0.07630385487528345,0.006440619772997069,3929.0703424893786,3607.1932825992,7442.568022629311,16.18659036326179,607.0261002004007,4.134733466933867,0.751724523871212,0.1349745938691009,0.36738888642567963,0.9453125835235041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-10.94581541275844,-13.710865732382352,-28.85021932133431,9.438821096752507,-9.050183242360852,-7.519904194815666,-3.491354829338049,-20.990864565513377,-0.7532027214987312,-3.2723719186193456,-11.44097912305032,0.9843297090540489,-5.549961277172688,0.8781576326345014,0.8781576326345014,0.8781576326345014,0.8781576326345014,0.8781576326345033,1.1790747023841643,0.5771063736341159,-0.4959522755438382,0.6888805605305214,0.6888805605305204,0.6888805605305204,0.6888805605305204,0.6888805605305204,-0.35361460849524085,-0.35361460849524085,-0.35361460849524085,-0.35361460849524085,-0.3536146084952413,-0.4907662979709902,-0.978465712061919,1.5729936462915113,0.20009670634646612,0.20009670634646673,0.20009670634646673,0.20009670634646673,0.20009670634646673,0.08090702947845806,0.004127733552368913,4316.144340812716,3882.9001380214536,8492.497306034482,17.186550081055444,606.9545490981964,4.1691703406813625,0.7407600400963082,0.1343481553246774,0.36653533980324104,0.9468213729820839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-11.496069249584128,-13.091130618615166,-28.713057643902573,7.86235497894731,-1.7501960280364297,-11.801712284991632,1.9529888229400312,-19.248628381760508,-11.62226242881846,-0.31804256868990977,-11.870003203261895,-2.517458058829413,2.4483146562524674,0.37817932772288243,0.37817932772288243,0.37817932772288243,0.37817932772288243,0.37817932772288315,0.8640992662419041,0.2606662703553024,-1.0414430915989723,0.5988567862718167,0.5988567862718158,0.5988567862718158,0.5988567862718158,0.5988567862718158,-1.2070087763348922,-1.2070087763348922,-1.2070087763348922,-1.2070087763348922,-1.2070087763348916,-0.7232189055078194,-1.0557139270951919,1.5165021145212303,1.220190257488967,1.2201902574889687,1.2201902574889687,1.2201902574889687,1.2201902574889687,0.06757369614512472,0.004256600787717943,4218.86932155811,3965.6106816720385,8511.060412176725,16.718084665084785,607.2786533066133,4.111150300601203,0.7579968261943857,0.1357041475656724,0.3683804386305988,0.944441390691384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-9.44099367091516,-9.878917690025215,-31.006882955541034,8.074086994286262,-4.419534187769651,-8.848781460182664,3.5559044608971164,-18.378002513300604,-8.145924176896544,1.8121510793649254,-10.768983302152106,-2.0649154732518764,-0.266535691292818,0.5314288314109271,0.5314288314109271,0.5314288314109271,0.5314288314109271,0.5314288314109279,1.1736401841164514,0.7530631639569999,-0.8330720128666405,0.47506616688778,0.4750661668877789,0.4750661668877789,0.4750661668877789,0.4750661668877789,-0.7988394448684543,-0.7988394448684543,-0.7988394448684543,-0.7988394448684543,-0.7988394448684536,-0.4888538015431818,-1.3165794014096253,1.2203909278009843,0.6377418906863342,0.6377418906863347,0.6377418906863347,0.6377418906863347,0.6377418906863347,0.07630385487528345,0.011453447165618896,3938.909371427982,3630.9402908915267,7492.812163254311,16.154778791670886,602.6093787575148,4.179543086172344,0.7329168615271049,0.1341090288633378,0.3662089961529315,0.9508060767527542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-11.226660350426457,-9.570980853306606,-29.780143012589694,5.365580494900431,3.4269708236701626,-10.86690182409265,5.565015839891625,-8.603147169720575,-14.419733762604375,0.8956294623929408,-5.4897804394321925,-6.726588417377445,3.8847867264362432,0.7431507131335994,0.7431507131335994,0.7431507131335994,0.7431507131335994,0.7431507131336004,1.0358043116622266,0.8386990446155089,-1.1929769411323898,0.027356465077930367,0.027356465077929687,0.027356465077929687,0.027356465077929687,0.027356465077929687,-1.3563070732069373,-1.3563070732069373,-1.3563070732069373,-1.3563070732069373,-1.3563070732069362,-0.9998575319741929,-1.3768328297556127,0.7571762723689075,1.0831068675014512,1.0831068675014517,1.0831068675014517,1.0831068675014517,1.0831068675014517,0.06759637188208617,0.005458395458869772,3884.42436655721,3758.654314226054,7668.790409482759,15.318714024836579,602.4450661322645,4.165787575150301,0.735674460033551,0.13459995280340237,0.3668786622350806,0.9502363342953998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-11.54290561393739,-12.982113179443205,-27.709444949322528,7.5217378295923965,-1.7318349969817326,-9.867385086861741,2.9901564370514766,-15.628962300531123,-9.909213957402626,0.5318809878190279,-7.816137181084464,-0.5695193103568984,1.7291029728422251,0.710071651986153,0.710071651986153,0.710071651986153,0.710071651986153,0.7100716519861539,1.09795434697658,0.6081220902186829,-0.7119795559532991,0.604760087681477,0.604760087681476,0.604760087681476,0.604760087681476,0.604760087681476,-1.1443070669825957,-1.1443070669825957,-1.1443070669825957,-1.1443070669825957,-1.1443070669825952,-0.8032967114480393,-1.0207311676402417,1.3695098916473252,0.9097568830302712,0.9097568830302721,0.9097568830302721,0.9097568830302721,0.9097568830302721,0.0701814058956916,0.003985597147017054,4213.317950789513,3981.9921264187806,8545.711543642241,16.373273176303865,603.9635430861723,4.148248496993988,0.7420899263103036,0.13470142699828513,0.36701693012487197,0.9493075230889264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-12.048351801182424,-10.430656407178747,-25.266152092664246,3.835896164056405,3.9171370539232795,-8.407703878308038,4.889536411184758,-10.759662619372728,-15.6345653074876,-0.4671055049268711,-5.405750758215001,-6.684771415222748,4.027181526351731,0.5455984050588487,0.5455984050588487,0.5455984050588487,0.5455984050588487,0.54559840505885,0.6755040959156788,0.4179539477826786,-1.2449039787573577,-0.07815069908973316,-0.0781506990897338,-0.0781506990897338,-0.0781506990897338,-0.0781506990897338,-1.647322503707734,-1.647322503707734,-1.647322503707734,-1.647322503707734,-1.647322503707733,-1.1203714178315276,-1.1113372661154106,0.8196286054713906,1.3516659572122756,1.351665957212277,1.351665957212277,1.351665957212277,1.351665957212277,0.051111111111111114,0.004167539334771309,4072.5789652595895,4166.087892137184,8740.500404094828,16.203278397570845,607.4365531062124,4.095166332665331,0.760715807922232,0.13624887909687108,0.36911905815992635,0.9462975124119749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-10.044648618908015,-9.753825620507092,-29.61371946338068,5.237652433040371,3.485003121398484,-10.876711460982655,5.563673356339059,-8.576697491119099,-14.376440584598486,0.852469124455544,-5.431755921905794,-6.75248097660076,3.8839173328583847,0.674077304513642,0.674077304513642,0.674077304513642,0.674077304513642,0.6740773045136427,1.0431164333803125,0.8358238466335769,-1.1865427256423084,0.023444272634503806,0.023444272634503254,0.023444272634503254,0.023444272634503254,0.023444272634503254,-1.2847182891259388,-1.2847182891259388,-1.2847182891259388,-1.2847182891259388,-1.2847182891259379,-1.0102814126895074,-1.3681308985303045,0.7478408280774178,1.083789567328771,1.0837895673287719,1.0837895673287719,1.0837895673287719,1.0837895673287719,0.06759637188208617,0.009706707842167822,3899.010303046543,3785.257148080558,7742.300309806034,15.337758779448858,601.8618677354708,4.171222444889779,0.7335966302167283,0.1345497410532487,0.36681022484828407,0.9508596786609401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
-9.167766083718096,-7.9643373108075695,-32.217810853118074,5.189963879247517,1.4371348249251272,-10.90425023321299,5.06381573657683,-10.588299145693851,-14.993836692997036,3.227035533944714,-5.502244377950076,-7.062087811536212,2.641873088603865,0.45488118541924494,0.45488118541924494,0.45488118541924494,0.45488118541924494,0.454881185419246,1.1417928120190213,1.1404581486073073,-1.027023754450316,0.15047757950550053,0.15047757950549984,0.15047757950549984,0.15047757950549984,0.15047757950549984,-1.1271887456543146,-1.1271887456543146,-1.1271887456543146,-1.1271887456543146,-1.127188745654314,-0.6761265266767719,-1.352146993340061,0.7816424670820531,0.9025400425459505,0.9025400425459515,0.9025400425459515,0.9025400425459515,0.9025400425459515,0.06839002267573696,0.015939508359865313,3638.4597604964642,3415.275507202855,6796.8194369612065,15.150022636734002,604.3539238476953,4.213611222444889,0.7330843134325651,0.13455837584588007,0.36682199476841637,0.9482939902095386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
