mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,label
-0.3544858647463075,-0.8096145953478457,-0.6673796815645231,0.6947768672281651,0.34871533409325445,-0.06532380499787403,0.9814803632306127,-0.29584645560787415,-0.9902361718811687,0.6167054586159063,-0.13444491184417146,-1.0083196431012602,0.4261281057623999,0.119581449377423,-0.34774194254842417,angry
-0.43415419778314096,-0.9518928929963564,-0.6073339901449307,0.8904883390814249,-0.20755631233120667,0.15905494661203515,0.8509016654786642,-0.9528164608072149,-0.31144282095512776,0.48186516891055786,-0.7058707063843743,-0.3471833051054657,0.01910088465271849,0.28264983141095035,-0.3658210164908819,angry
-0.5309054150215974,-1.2492239680246213,-0.4892222861297382,0.9721147066388874,-0.6449442132349213,0.3023919525676232,0.22585422100626681,-1.1811108434124382,0.4278509911213176,-0.046447762311732976,-0.775125175553797,0.05430734900522476,-0.744346629294828,0.37750049488603893,-0.38239607344483273,angry
-0.6927991454383481,-1.2029867219092032,-0.48225783586544674,0.8680588821738348,0.05154192374777053,-0.15331882425234325,0.7104406944915231,-1.032467389607178,-0.6484024318126712,0.25588349881294303,-0.8215379147206551,-0.4052854764026778,0.40521351859136534,0.10276064206164466,-0.381472559894379,angry
-0.08816210439854613,-0.9633296870648975,-0.5987279213660376,0.8820344121093688,-0.2031375665840676,0.16096018399111478,0.8531119301632419,-0.9581876580375348,-0.30417569613767326,0.4738768420641195,-0.7024272357524057,-0.3458914356128534,0.015018957539685681,0.28264983141095035,-0.32989711379649544,angry
-0.6135346155557106,-0.9403551113291252,-0.5364396096460508,0.7032574160931618,0.5454914109447383,-0.05382739625184224,1.0319375628138683,-0.1242202130572786,-0.9254078195482076,0.3800846125979682,-0.13131182107563347,-0.957713619460732,0.6116718927684728,0.10322788670930402,-0.3728600242047132,angry
-0.7065791742847615,-1.194853140232306,-0.4312989176975582,0.8455761926299539,0.05329373552700402,0.052550689635079965,0.8027562110414528,-0.7236460753943612,-0.47877650917913184,0.3428604165032654,-0.3829820504159629,-0.14962787163780467,0.3018441054797953,0.1564937765426064,-0.3834146791129048,angry
-0.8552897571133629,-1.0044938526732647,-0.30723954557618915,0.6022894584444103,0.592257792058182,0.20790385900895003,0.9718149447032475,-0.3082089900152984,-1.045700341962842,0.24062914489314582,-0.1222213111101219,-0.9522253387754688,0.63213772673214,-0.2364589721399044,-0.3821108094726875,angry
-0.26576732016381477,-0.9539968081027265,-0.5279893737421484,0.6948134287478467,0.5510282276100766,-0.05487143119066165,1.0318180719418737,-0.1219635892906358,-0.9211209325245627,0.37566779989579185,-0.12503460513030093,-0.961111893496533,0.6115469383135065,0.10322788670930402,-0.34241493828422287,angry
-0.007774053677668621,-0.8204865235340778,-0.6602133688629558,0.6916657101090409,0.3556426965147251,-0.057802369481555434,0.9873270815349842,-0.29358866538811323,-0.9822554458001295,0.6186690269669383,-0.1326601965028055,-1.001746303536633,0.4330328964136056,0.119581449377423,-0.29774822591330696,angry
-0.0974192015387471,-0.9295787369920794,-0.6444109872002343,0.9382229465041779,-0.23221788895582118,0.18127410058899884,0.8414396342990983,-0.929245336217351,-0.34443814996187816,0.5143255701107833,-0.7243609355181592,-0.30665832414301625,0.05688506729975199,0.4840322745526414,-0.32880637395740797,angry
-0.2829933463837587,-0.9221733155250996,-0.5716306664604555,0.7411670357239937,0.5028974611581907,0.020528479140356295,1.0156708812151605,-0.10906804011299663,-0.9402464261537355,0.40865523926647024,-0.17018826148533134,-0.9519204947761305,0.5668812992370392,0.31629144604250903,-0.34322853924188856,angry
0.3358047471101048,-0.8265155698963598,-0.6574816582930556,0.6919181309554651,0.3540166152942202,-0.05018552744122148,0.9853778729007412,-0.2926088600889278,-0.9762754643669576,0.6165301861555997,-0.13103105258116507,-0.9982819616482711,0.4388100216199213,0.119581449377423,-0.2088443066542901,angry
-0.2827764217168769,0.11999819157140879,-0.384252412394835,0.6645130309384808,0.5264011400831758,-0.20818982710299708,1.0922901099328313,-0.8892733889548857,-1.8396813927318139,0.6667620867308391,-0.5551471998072637,-1.7737612870716677,-0.14520441405595766,-0.31542331759453585,-0.36933252187838034,angry
-0.3112252446124246,0.0852215740038239,-0.413748102177867,0.8700426568600309,0.3175833929298709,0.06513545895177651,0.8825727839960589,-1.5418393510530435,-0.43450325049196525,1.0421392889300973,-1.0638719961287022,-0.9095929863677097,-0.30855180149593486,-0.0743250794017001,-0.38336529789039064,angry
-0.4131621776304317,-0.11246373593748173,-0.4031846130478938,0.9811432889937508,-0.27537920871733684,0.07888365264824403,0.16213349913644926,-1.813265472280383,0.6269084891630832,0.06287592703830616,-1.4128518401961734,-0.1828007876803462,-1.2689769530037027,0.05930688982921411,-0.39194151975763764,angry
-0.47884115655021364,-0.004276283527961797,-0.5088993374351208,0.6407826692485492,0.6274631223881934,0.06299969496908803,0.7454073189787919,-1.4845244656678338,-0.24938647149047669,0.9364199634230506,-0.9401890259170279,-0.7801371663792895,-0.518662781140194,-0.05703702743826024,-0.3927830191201725,angry
0.02841609613845219,0.0697927137585894,-0.4001355086032706,0.8538505953814772,0.33427548810627317,0.05692960637847212,0.88586832048247,-1.5414487032112647,-0.43307716573773136,1.0402420204338263,-1.0614851420772011,-0.9095577027446387,-0.312271651773958,-0.0743250794017001,-0.3610942677566024,angry
-0.389823078554172,0.18607430732209712,-0.4904887530708978,0.3499619850936589,0.7032385860370707,-0.21173053681142964,0.8661755144066399,-1.0510732076537723,-1.7404109779783816,0.6546353380335402,-0.37655858413268045,-1.3385322226175436,-0.045898366434473946,-0.15983084992357666,-0.3851192537849488,angry
-0.48278287099915546,0.05787027965918889,-0.4539302778476093,0.6490877263180068,0.4846326600778212,-0.004457961486940471,0.7153829747027947,-1.6297674315157633,-0.416034018977971,0.8921651805518981,-0.7775033319749758,-0.45621362123302406,-0.6773040576098283,-0.09301486530812063,-0.392201023098846,angry
-0.5367740362367768,0.1610011725125585,-0.3881878368855925,0.2744818089271375,0.9052999937960042,-0.13598389703552916,0.8411978121465526,-1.1135865924286048,-1.7839870170456784,0.5669074374014403,-0.3659869340239473,-1.108076125093996,-0.067512792798364,-0.15095320161802797,-0.3909905016074172,angry
-0.05006938538591169,0.16789586450692112,-0.4746250733565453,0.33303272983862064,0.7199930434747708,-0.21857836974197692,0.8699475608279043,-1.0521533639442557,-1.7350204691116584,0.6513650392946265,-0.37315787190414973,-1.3371626465081483,-0.04876360364894197,-0.15983084992357666,-0.36421418490143437,angry
0.05774743658957135,0.10687011335302722,-0.3724785222955038,0.6503380694487885,0.5444016727527412,-0.21717338656819263,1.0957082532775293,-0.8897131710159721,-1.8357139784569012,0.6633762346443058,-0.5468067235581505,-1.7801863718791004,-0.13698490341193917,-0.31542331759453585,-0.336141023348761,angry
0.026810113852032223,0.12131743395734161,-0.4421485503459113,0.9085066593792254,0.2732805306210806,0.07951447837801133,0.8959808148517118,-1.5426636321831069,-0.42160663837186574,1.080794583167151,-1.0862395912857383,-0.8543156918455198,-0.346023832549954,0.01491864830146254,-0.3612030668481967,angry
-0.05215203668836928,0.2155766269867905,-0.5179299868438573,0.37930713007187844,0.6660473527609113,-0.18809347632387222,0.8585077817676686,-1.0515617447798473,-1.7323755018252267,0.6558375278755075,-0.38577962008834815,-1.332630300138502,-0.0493784723752613,-0.06170947391486534,-0.3642410835450765,angry
0.397382769187222,0.10341957649289553,-0.3699853949539935,0.6480433132459,0.5451726906860175,-0.21725497599680504,1.0954430774469621,-0.8910258876177126,-1.8316851826339702,0.6580031813307281,-0.5416362369438237,-1.7838742378255799,-0.1337366657381891,-0.31542331759453585,-0.27711688581970406,angry
-0.3544858647463075,-0.8096145953478457,-0.6673796815645231,0.6947768672281651,0.34871533409325445,-0.06532380499787403,0.9814803632306127,-0.29584645560787415,-0.9902361718811687,0.6167054586159063,-0.13444491184417146,-1.0083196431012602,0.4261281057623999,0.119581449377423,-0.34774194254842417,angry
-0.43415419778314096,-0.9518928929963564,-0.6073339901449307,0.8904883390814249,-0.20755631233120667,0.15905494661203515,0.8509016654786642,-0.9528164608072149,-0.31144282095512776,0.48186516891055786,-0.7058707063843743,-0.3471833051054657,0.01910088465271849,0.28264983141095035,-0.3658210164908819,angry
-0.5309054150215974,-1.2492239680246213,-0.4892222861297382,0.9721147066388874,-0.6449442132349213,0.3023919525676232,0.22585422100626681,-1.1811108434124382,0.4278509911213176,-0.046447762311732976,-0.775125175553797,0.05430734900522476,-0.744346629294828,0.37750049488603893,-0.38239607344483273,angry
-0.6927991454383481,-1.2029867219092032,-0.48225783586544674,0.8680588821738348,0.05154192374777053,-0.15331882425234325,0.7104406944915231,-1.032467389607178,-0.6484024318126712,0.25588349881294303,-0.8215379147206551,-0.4052854764026778,0.40521351859136534,0.10276064206164466,-0.381472559894379,angry
-0.08816210439854613,-0.9633296870648975,-0.5987279213660376,0.8820344121093688,-0.2031375665840676,0.16096018399111478,0.8531119301632419,-0.9581876580375348,-0.30417569613767326,0.4738768420641195,-0.7024272357524057,-0.3458914356128534,0.015018957539685681,0.28264983141095035,-0.32989711379649544,angry
-0.6135346155557106,-0.9403551113291252,-0.5364396096460508,0.7032574160931618,0.5454914109447383,-0.05382739625184224,1.0319375628138683,-0.1242202130572786,-0.9254078195482076,0.3800846125979682,-0.13131182107563347,-0.957713619460732,0.6116718927684728,0.10322788670930402,-0.3728600242047132,angry
-0.7065791742847615,-1.194853140232306,-0.4312989176975582,0.8455761926299539,0.05329373552700402,0.052550689635079965,0.8027562110414528,-0.7236460753943612,-0.47877650917913184,0.3428604165032654,-0.3829820504159629,-0.14962787163780467,0.3018441054797953,0.1564937765426064,-0.3834146791129048,angry
-0.8552897571133629,-1.0044938526732647,-0.30723954557618915,0.6022894584444103,0.592257792058182,0.20790385900895003,0.9718149447032475,-0.3082089900152984,-1.045700341962842,0.24062914489314582,-0.1222213111101219,-0.9522253387754688,0.63213772673214,-0.2364589721399044,-0.3821108094726875,angry
-0.26576732016381477,-0.9539968081027265,-0.5279893737421484,0.6948134287478467,0.5510282276100766,-0.05487143119066165,1.0318180719418737,-0.1219635892906358,-0.9211209325245627,0.37566779989579185,-0.12503460513030093,-0.961111893496533,0.6115469383135065,0.10322788670930402,-0.34241493828422287,angry
-0.007774053677668621,-0.8204865235340778,-0.6602133688629558,0.6916657101090409,0.3556426965147251,-0.057802369481555434,0.9873270815349842,-0.29358866538811323,-0.9822554458001295,0.6186690269669383,-0.1326601965028055,-1.001746303536633,0.4330328964136056,0.119581449377423,-0.29774822591330696,angry
-0.0974192015387471,-0.9295787369920794,-0.6444109872002343,0.9382229465041779,-0.23221788895582118,0.18127410058899884,0.8414396342990983,-0.929245336217351,-0.34443814996187816,0.5143255701107833,-0.7243609355181592,-0.30665832414301625,0.05688506729975199,0.4840322745526414,-0.32880637395740797,angry
-0.2829933463837587,-0.9221733155250996,-0.5716306664604555,0.7411670357239937,0.5028974611581907,0.020528479140356295,1.0156708812151605,-0.10906804011299663,-0.9402464261537355,0.40865523926647024,-0.17018826148533134,-0.9519204947761305,0.5668812992370392,0.31629144604250903,-0.34322853924188856,angry
0.3358047471101048,-0.8265155698963598,-0.6574816582930556,0.6919181309554651,0.3540166152942202,-0.05018552744122148,0.9853778729007412,-0.2926088600889278,-0.9762754643669576,0.6165301861555997,-0.13103105258116507,-0.9982819616482711,0.4388100216199213,0.119581449377423,-0.2088443066542901,angry
0.19247925092497814,-0.07889233232994038,-0.8465648297144376,0.7766393449592798,0.7312054858190444,-0.028782729372613315,0.9949158915705192,-0.9599565013113694,-1.5492600265272958,0.846890533707913,-0.1775401536780554,-1.0158531862098008,0.2942824407836383,0.4335698526053044,-0.3438167602155704,angry
0.18800257327880948,-0.14561798878576093,-0.9211136926996443,1.0745685068900857,0.18108434465978263,0.0895032166553601,0.5601273524625434,-1.6482166505080653,-0.2990309079013631,0.9075527443895799,-0.46151749551585136,-0.06866932058628349,-0.15460460701456308,0.6989648124764885,-0.36132015037733767,angry
0.09437586307088852,-0.390912208554235,-0.8973512912826478,1.2544147154944565,-0.33835504448613785,0.04094452708480578,-0.16861516804454957,-1.6964945035356473,0.6528700609483407,0.28526653981850214,-0.6244417028371843,0.05855189235251741,-1.019102330507273,0.9017489895611602,-0.3727776801170731,angry
