mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,glcm_1,glcm_2,glcm_3,glcm_4,glcm_5,glcm_6,hog_1,hog_2,hog_3,hog_4,hog_5,hog_6,hog_7,hog_8,hog_9,hog_10,hog_11,hog_12,hog_13,hog_14,hog_15,hog_16,hog_17,hog_18,hog_19,hog_20,hog_21,hog_22,hog_23,hog_24,hog_25,hog_26,hog_27,hog_28,hog_29,hog_30,hog_31,hog_32,hog_33,hog_34,hog_35,hog_36,hog_37,hog_38,hog_39,hog_40,hog_41,hog_42,hog_43,hog_44,hog_45,hog_46,hog_47,hog_48,hog_49,hog_50,label
-0.0078642761358799,0.1267053188788486,-0.4218745478096407,0.8940786175175496,0.29967691967946,0.1048194396419701,0.8872658963971745,-1.5261886917808558,-0.4323282564404728,1.0910063357872823,-1.0713530175646302,-0.8727748249607242,-0.3256378845355606,-0.0055884164645335,-0.3658204258572222,0.0178209234865969,0.963053991425246,-1.006843117909504,-0.4146850019489091,-0.4336789798496589,-0.3360633598344281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
0.571255814040928,1.1771657225208298,-1.1172617028266063,-1.4974495874587783,0.0340811540819103,-2.091918417874665,-1.8561402140023264,0.5433661152987106,1.0185553423760163,1.278462074192409,1.456699833538974,0.2856336021072431,0.8327402935771135,0.5557375511941045,-0.3308211547608349,0.624686275154379,-0.5466832088166579,1.4965050317764168,0.0223760802423159,0.0319726533780045,0.3334125351972527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
-0.9862233084906752,0.3346443735804146,2.2342731277106456,0.2902011302851254,-0.7555822865477195,-0.4749404969525679,-0.1129436923835243,0.3060140529870781,0.3211259112488028,-0.2503964341800619,-0.215851926889434,-0.7712743436922701,-0.2488806524209554,-1.2179223979391918,-0.3122994921716907,-0.7506616732266347,-0.7345117279049986,-0.1483599219574831,0.641517207446044,0.6855818762972526,1.4340972827214715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
0.6824425776726866,1.2754012522738003,1.97448394254919,0.6231168894711453,0.0982110606340038,0.5070175690882425,0.1112328024273549,0.3562719251907689,0.2054425875922969,0.0825021892277843,0.372355891920931,0.2288376376973744,0.8159497873980983,-1.2611370626678768,2.819339830185633,0.7908889771274482,-0.7528455873379284,2.521079323217499,1.5563093601013935,1.6387852444586484,-0.0349483212975365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
1.7922645180018906,-0.6086867428541386,0.2370510554770307,0.7849135728136335,-1.2645305327549206,-0.7962339271593146,-1.4548439226893033,0.2930578274163778,-0.1561791725929644,-1.3736555428988466,0.6568733178005678,1.196382038219339,-2.2319935951499112,0.9906722413666924,0.0052532538257636,1.2088529380044906,-0.0176204080379465,1.3439403069028817,-0.9380434649194578,-0.9960410054574976,-2.7265692114477997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surprise
-1.3463801934778374,-0.5945470849199372,0.2407519898824692,0.100951700826869,1.125525259661608,-0.0114579305634007,1.0968034019589752,0.2561608206620162,-1.942072089167228,0.6503328976748364,1.3592538767698086,-1.8369213781358644,-0.5397092693060641,-0.8494360632096375,-0.4065422545523096,-0.626863097693147,-0.5101402100830054,-0.2581825504442924,0.0538308841552255,0.0653477303724285,0.3571414615722114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm
-0.6884259540486228,-0.2814574912836611,0.3120438716449982,-0.4151595835354234,1.116941253273992,0.993110643276206,0.0463145497518433,1.151844714139972,0.2612635361235951,-1.7970077688025294,0.2121469566789311,1.4542167433806812,-0.086581798875042,-0.9934849456385928,-0.3754613544633594,-0.6767909736790775,-0.2944991015147866,-0.5274687644388023,-0.2032153521559123,-0.2079292966197511,0.5074884660673535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
1.0251754527605528,1.0557279120817402,-1.1471662174197437,-1.4522973283387155,0.326309521229736,-1.419623704942199,-1.7930238519458064,0.0244262756291976,0.7301181457686989,1.452143228218688,1.5927111241222032,0.0779677153961674,0.5175401088723087,0.7146559956802435,-0.1824955155372078,0.544402945117978,-0.2347581581925334,1.1720543149332523,0.0776387102754675,0.0905968344440904,0.3197332627559291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
-1.08939744223395,-0.1222449798501956,0.0912369231699887,0.1638638581433615,1.300129547480272,-0.3234307025547729,1.0635388569817166,0.2235283452703235,-2.4910535075180564,-0.0891820299790594,0.678610205719199,-1.9762417292461048,-0.0158258929714712,-0.571096448451753,-0.4072011661873287,-0.4221057591764809,0.1173267749989465,-0.7310753777540091,-0.0893086496240199,-0.0866784312171907,0.0774411238289569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm
-0.6611889526646254,0.4504890566635022,0.4513796905964549,-2.355904754059869,-1.3062162813586986,0.399454483743083,-0.7994786907799942,-0.7342221039233895,0.6751858374113799,1.0801582483447536,0.6624347507587215,0.281274245918832,1.4897776422936937,-0.5343872171230848,-0.3247950501487622,-0.8473035431934611,-0.8460115260889112,-0.1145085998518973,0.3077179870176078,0.3340675429619184,1.2639069949355035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
